ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,CALLE,ALTURA,CRUCE,DIRECCIÓN NORMALIZADA,COMUNA,POS X,POS Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,PARTICIPANTE A,PARTICIPANTE B,RANGO_ETARIO,ENCRUCIJADA
2017-0102,1,2017-08-24,01:10:00,avenida,"iriarte, gral. av.",sin datos,zavaleta,"iriarte, gral. av. y zavaleta",4,-58.40056767,-34.65107080,peaton,cargas,peaton,masculino,46.0,peaton,cargas,45-64,True
2017-0104,1,2017-08-25,09:00:00,avenida,9 de julio av.,sin datos,estados unidos,9 de julio av. y estados unidos,1,-58.38109568,-34.61853244,peaton,cargas,peaton,femenino,18.0,peaton,cargas,18-29,True
2017-0106,1,2017-08-31,19:50:00,calle,fray justo santamaria de oro,sin datos,guemes,fray justo santamaria de oro y guemes,14,-58.42533612,-34.58035258,peaton,pasajeros,peaton,femenino,85.0,peaton,pasajeros,65+,True
2017-0107,1,2017-09-01,11:30:00,avenida,del libertador av.,sin datos,jaramillo,del libertador av. y jaramillo,13,-58.46062311,-34.54395182,moto,cargas,conductor,masculino,41.0,moto,cargas,30-44,True
2017-0108,2,2017-09-02,04:53:08,gral paz,"paz, gral. av.",sin datos,machain,"paz, gral. av. y machain",12,-58.49491054,-34.54795581,auto,objeto fijo,pasajero_acompañante,masculino,17.0,auto,objeto fijo,0-17,True
2017-0108,2,2017-09-02,04:53:08,gral paz,"paz, gral. av.",sin datos,machain,"paz, gral. av. y machain",12,-58.49491054,-34.54795581,auto,objeto fijo,pasajero_acompañante,masculino,10.0,auto,objeto fijo,0-17,True
2017-0109,1,2017-09-04,21:00:00,avenida,directorio av.,sin datos,portela,directorio av. y portela,7,-58.47130269,-34.63665402,moto,auto,conductor,masculino,21.0,moto,auto,18-29,True
2017-0110,1,2017-09-06,14:15:00,avenida,lavalle,sin datos,"alem, leandro n. av.","lavalle y alem, leandro n. av.",1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,56.0,peaton,pasajeros,45-64,True
2017-0111,1,2017-09-07,18:23:37,calle,uspallata,sin datos,pirovano,uspallata y pirovano,4,-58.42023854,-34.64234110,peaton,cargas,peaton,femenino,79.0,peaton,cargas,65+,True
2017-0112,2,2017-09-10,09:32:17,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo y varela av.,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,1.0,auto,objeto fijo,0-17,False
2017-0112,2,2017-09-10,09:32:17,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo y varela av.,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,sin datos,auto,objeto fijo,sin datos,False
2017-0113,1,2017-09-11,06:30:00,avenida,santa fe av.,sin datos,maipu,santa fe av. y maipu,1,-58.37697717,-34.59573848,peaton,pasajeros,peaton,femenino,76.0,peaton,pasajeros,65+,True
2017-0114,1,2017-09-15,02:30:00,avenida,alvear av.,sin datos,del libertador av.,alvear av. y del libertador av.,2,-58.39100580,-34.58498660,auto,objeto fijo,conductor,masculino,26.0,auto,objeto fijo,18-29,True
2017-0115,1,2017-09-19,18:52:33,avenida,pavon av.,sin datos,treinta y tres orientales,pavon av. y treinta y tres orientales,5,-58.42182126,-34.63089661,moto,bicicleta,conductor,masculino,34.0,moto,bicicleta,30-44,True
2017-0116,1,2017-09-20,22:24:00,gral paz,"paz, gral. av.",5750.0,sin datos,"paz, gral. av. 5750",12,-58.51389422,-34.58075791,moto,objeto fijo,conductor,masculino,22.0,moto,objeto fijo,18-29,False
2017-0118,1,2017-09-22,07:02:09,avenida,vieytes,sin datos,"cruz, osvaldo av.","vieytes y cruz, osvaldo av.",4,-58.37585415,-34.65232158,moto,auto,pasajero_acompañante,femenino,26.0,moto,auto,18-29,True
2017-0120,1,2017-10-02,15:55:33,autopista,autopista dellepiane luis tte. gral.,sin datos,escalada av.,autopista dellepiane luis tte. gral. y escalada av.,9,-58.47297505,-34.66245085,moto,cargas,conductor,masculino,20.0,moto,cargas,18-29,True
2017-0123,1,2017-10-10,01:05:38,avenida,albari?o,sin datos,argentina av.,albariã‘o y argentina av.,8,-58.46855503,-34.67216349,peaton,auto,peaton,femenino,36.0,peaton,auto,30-44,True
2017-0124,1,2017-10-12,14:40:28,calle,"ramirez de velasco, juan",1211.0,sin datos,"ramirez de velasco, juan 1211",15,-58.44254033,-34.59185043,moto,pasajeros,conductor,masculino,51.0,moto,pasajeros,45-64,False
2017-0125,1,2017-10-13,06:12:20,avenida,"fernandez de la cruz, f., gral. av.",sin datos,larraya,"fernandez de la cruz, f., gral. av. y larraya",8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,masculino,29.0,moto,objeto fijo,18-29,True
2017-0126,2,2017-10-14,06:15:00,avenida,riestra av.,sin datos,ca?ada de gomez,riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompañante,masculino,39.0,auto,objeto fijo,30-44,True
2017-0126,2,2017-10-14,06:15:00,avenida,riestra av.,sin datos,ca?ada de gomez,riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,masculino,36.0,auto,objeto fijo,30-44,True
2017-0127,1,2017-10-16,07:45:00,avenida,gallo,sin datos,cordoba av.,gallo y cordoba av.,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompañante,masculino,24.0,moto,moto,18-29,True
2017-0128,1,2017-10-17,12:30:00,calle,"aranguren, juan f., dr.",611.0,sin datos,"aranguren, juan f., dr. 611",6,-58.44034689,-34.61349731,peaton,pasajeros,peaton,femenino,60.0,peaton,pasajeros,45-64,False
2017-0129,1,2017-10-26,19:15:15,autopista,autopista perito moreno,sin datos,autopista 25 de mayo,autopista perito moreno y autopista 25 de mayo,9,-58.47155277,-34.64925746,moto,pasajeros,conductor,masculino,57.0,moto,pasajeros,45-64,True
2017-0130,1,2017-10-27,05:30:00,avenida,chorroarin,sin datos,san martin av.,chorroarin y san martin av.,15,-58.47883099,-34.59967065,auto,cargas,conductor,masculino,23.0,auto,cargas,18-29,True
2017-0132,1,2017-10-30,14:00:00,avenida,cosquin,sin datos,"roca, cnel. av.","cosquin y roca, cnel. av.",8,-58.46552171,-34.69374130,moto,pasajeros,conductor,masculino,23.0,moto,pasajeros,18-29,True
2017-0134,1,2017-11-06,18:00:00,avenida,"roca, cnel. av.",3555.0,sin datos,"roca, cnel. av. 3555",8,-58.44239720,-34.66777987,peaton,pasajeros,peaton,femenino,47.0,peaton,pasajeros,45-64,False
2017-0135,1,2017-11-07,12:14:10,avenida,warnes av.,sin datos,punta arenas,warnes av. y punta arenas,15,-58.47032551,-34.59626814,moto,cargas,conductor,masculino,24.0,moto,cargas,18-29,True
2017-0136,1,2017-11-16,08:43:00,avenida,barco centenera del,sin datos,"rabanal, francisco, intendente av.","barco centenera del y rabanal, francisco, intendente av.",4,-58.41827843,-34.65522746,peaton,pasajeros,peaton,masculino,55.0,peaton,pasajeros,45-64,True
2017-0137,1,2017-11-17,11:45:00,avenida,mosconi general av.,sin datos,san nicolas,mosconi general av. y san nicolas,11,-58.51280715,-34.59279388,peaton,cargas,peaton,femenino,60.0,peaton,cargas,45-64,True
2017-0138,1,2017-11-19,10:30:00,avenida,lafuente av.,sin datos,"peron, eva av.","lafuente av. y peron, eva av.",7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompañante,masculino,25.0,moto,objeto fijo,18-29,True
2017-0139,1,2017-11-19,22:30:00,avenida,"roca, cnel. av.",sin datos,escalada av.,"roca, cnel. av. y escalada av.",8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompañante,femenino,15.0,auto,objeto fijo,0-17,True
2017-0140,1,2017-11-19,23:22:17,autopista,autopista 1 sur presidente arturo frondizi,sin datos,sin datos,autopista 1 sur presidente arturo frondizi,4,sin datos,sin datos,moto,pasajeros,conductor,masculino,24.0,moto,pasajeros,18-29,False
2017-0141,1,2017-11-23,19:45:00,avenida,la plata av.,sin datos,"goyena, pedro av.","la plata av. y goyena, pedro av.",6,-58.42717783,-34.62513374,peaton,pasajeros,peaton,femenino,22.0,peaton,pasajeros,18-29,True
2017-0143,1,2017-11-25,21:45:00,calle,"trelles, manuel r.",sin datos,"diaz, cesar, gral.","trelles, manuel r. y diaz, cesar, gral.",11,-58.46442001,-34.60724519,auto,pasajeros,conductor,masculino,50.0,auto,pasajeros,45-64,True
2017-0144,1,2017-11-26,06:45:00,gral paz,"roca, cnel. av.",sin datos,"paz, gral. av.","roca, cnel. av. y paz, gral. av.",8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompañante,femenino,50.0,auto,objeto fijo,45-64,True
2017-0145,1,2017-11-26,17:05:00,calle,maza,sin datos,don bosco,maza y don bosco,5,-58.41677733,-34.61223119,moto,auto,conductor,masculino,58.0,moto,auto,45-64,True
2017-0147,1,2017-11-28,11:15:00,gral paz,"paz, gral. av.",sin datos,"peron, eva av.","paz, gral. av. y peron, eva av.",9,-58.50251790,-34.67450313,moto,auto,conductor,masculino,49.0,moto,auto,45-64,True
2017-0148,1,2017-11-29,10:45:00,avenida,san juan av.,sin datos,la rioja,san juan av. y la rioja,3,-58.40708125,-34.62438894,peaton,pasajeros,peaton,femenino,82.0,peaton,pasajeros,65+,True
2017-0149,1,2017-11-30,12:20:00,avenida,paseo colon av.,sin datos,mexico,paseo colon av. y mexico,1,-58.36947198,-34.61477051,peaton,pasajeros,peaton,masculino,13.0,peaton,pasajeros,0-17,True
2017-0150,1,2017-12-04,01:15:00,avenida,rivadavia av.,sin datos,miralla,rivadavia av. y miralla,9,-58.51140889,-34.63934531,peaton,auto,peaton,masculino,56.0,peaton,auto,45-64,True
2017-0151,1,2017-12-04,02:15:00,calle,vieytes,sin datos,lujan,vieytes y lujan,4,-58.37460912,-34.65559133,peaton,pasajeros,peaton,masculino,sin datos,peaton,pasajeros,sin datos,True
2017-0152,1,2017-12-06,17:30:00,calle,cachi,sin datos,traful,cachi y traful,4,-58.41146277,-34.65073916,bicicleta,pasajeros,ciclista,masculino,19.0,bicicleta,pasajeros,18-29,True
2017-0153,2,2017-12-11,02:00:00,avenida,rosario,sin datos,la plata av.,rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,pasajero_acompañante,masculino,sin datos,moto,pasajeros,sin datos,True
2017-0153,2,2017-12-11,02:00:00,avenida,rosario,sin datos,la plata av.,rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,conductor,masculino,30.0,moto,pasajeros,30-44,True
2017-0154,1,2017-12-11,09:15:00,avenida,entre rios av.,sin datos,caseros av.,entre rios av. y caseros av.,4,-58.39035581,-34.63412287,peaton,pasajeros,peaton,masculino,76.0,peaton,pasajeros,65+,True
2017-0155,1,2017-12-12,21:25:41,avenida,rivadavia av.,6350.0,sin datos,rivadavia av. 6350,7,-58.45593915,-34.62656868,sin datos,moto,sin datos,masculino,77.0,sin datos,moto,65+,False
2017-0157,1,2017-12-17,09:02:00,gral paz,"paz, gral. av.",sin datos,humaita,"paz, gral. av. y humaita",9,-58.52866211,-34.64597065,auto,pasajeros,conductor,masculino,53.0,auto,pasajeros,45-64,True
2017-0158,1,2017-12-18,21:30:00,gral paz,gualeguaychu,sin datos,"paz, gral. av.","gualeguaychu y paz, gral. av.",11,-58.52037476,-34.59407024,moto,auto,conductor,masculino,32.0,moto,auto,30-44,True
2017-0159,1,2017-12-20,04:31:27,avenida,independencia av.,sin datos,"cevallos, virrey","independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,auto,conductor,masculino,27.0,moto,auto,18-29,True
2017-0160,1,2017-12-22,13:15:00,avenida,nazca av.,365.0,sin datos,nazca av. 365,7,-58.47074114,-34.62771756,peaton,moto,peaton,femenino,30.0,peaton,moto,30-44,False
2017-0161,1,2017-12-26,15:30:00,avenida,"peron, eva av.",5249.0,sin datos,"peron, eva av. 5249",9,-58.48200819,-34.65969965,peaton,auto,peaton,femenino,30.0,peaton,auto,30-44,False
2018-0001,1,2018-01-01,22:50:00,avenida,san juan av.,sin datos,rincon,san juan av. y rincon,3,-58.39536773,-34.62297346,peaton,moto,peaton,masculino,83.0,peaton,moto,65+,True
2018-0002,1,2018-01-03,16:40:00,calle,peru,937.0,sin datos,peru 937,1,-58.37456088,-34.61895467,bicicleta,pasajeros,ciclista,femenino,26.0,bicicleta,pasajeros,18-29,False
2018-0003,1,2018-01-05,10:12:00,avenida,"pueyrredon, honorio, dr. av.",sin datos,galicia,"pueyrredon, honorio, dr. av. y galicia",15,-58.44860217,-34.60395657,peaton,multiple,peaton,femenino,58.0,multiple,sin datos,45-64,True
2018-0004,1,2018-01-09,09:40:00,avenida,del libertador av.,sin datos,manzanares,del libertador av. y manzanares,13,-58.46129513,-34.54332766,moto,multiple,conductor,masculino,39.0,multiple,sin datos,30-44,True
2018-0005,1,2018-01-09,22:30:00,avenida,paseo colon av.,1019.0,sin datos,paseo colon av. 1019,1,-58.36907201,-34.61953517,peaton,pasajeros,peaton,masculino,54.0,peaton,pasajeros,45-64,False
2018-0006,1,2018-01-10,21:15:00,calle,valle,sin datos,barco centenera del,valle y barco centenera del,6,-58.44062219,-34.62499107,bicicleta,pasajeros,ciclista,femenino,45.0,bicicleta,pasajeros,45-64,True
2018-0007,1,2018-01-11,02:30:00,autopista,autopista perito moreno,sin datos,sin datos,autopista perito moreno km. 0.6,9,-58.52502765,-34.63601265,auto,auto,conductor,masculino,46.0,auto,auto,45-64,False
2018-0008,1,2018-01-12,17:50:00,avenida,"huergo, ing. av.",sin datos,independencia av.,"huergo, ing. av. e independencia av.",1,-58.36659655,-34.61687778,moto,cargas,conductor,femenino,32.0,moto,cargas,30-44,True
2018-0009,1,2018-01-14,02:00:00,avenida,pilcomayo,sin datos,"brown, alte. av.","pilcomayo y brown, alte. av.",4,-58.36737389,-34.62763661,moto,moto,conductor,masculino,19.0,moto,moto,18-29,True
2018-0010,1,2018-01-18,05:10:00,calle,cervantes,sin datos,"belaustegui, luis, dr.","cervantes y belaustegui, luis, dr.",10,-58.49807953,-34.63038658,moto,cargas,conductor,masculino,40.0,moto,cargas,30-44,True
2018-0011,1,2018-01-19,10:30:00,avenida,callao av.,sin datos,"lopez, vicente","callao av. y lopez, vicente",2,-58.39092703,-34.59088447,peaton,pasajeros,peaton,masculino,84.0,peaton,pasajeros,65+,True
2018-0012,1,2018-01-26,13:30:00,calle,oliden,sin datos,"chilavert, martiniano, coronel","oliden y chilavert, martiniano, coronel",8,-58.46912006,-34.68049201,moto,pasajeros,conductor,masculino,20.0,moto,pasajeros,18-29,True
2018-0013,1,2018-01-28,08:15:00,avenida,congreso av.,sin datos,galvan,congreso av. y galvan,12,-58.48661286,-34.56786129,moto,auto,conductor,masculino,44.0,moto,auto,30-44,True
2018-0014,1,2018-01-31,20:00:00,avenida,"moreno, perito av.",sin datos,rivera indarte av.,"moreno, perito av. y rivera indarte av.",7,-58.44074927,-34.65080597,peaton,moto,peaton,masculino,sin datos,peaton,moto,sin datos,True
2018-0015,2,2018-02-06,01:00:00,avenida,australia av.,2800.0,sin datos,australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,conductor,masculino,28.0,moto,pasajeros,18-29,False
2018-0015,2,2018-02-06,01:00:00,avenida,australia av.,2800.0,sin datos,australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,pasajero_acompañante,masculino,19.0,moto,pasajeros,18-29,False
2018-0016,1,2018-02-15,10:15:00,avenida,del libertador av.,sin datos,"ramos mejia, jose maria, dr. av.","del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,moto,cargas,conductor,masculino,31.0,moto,cargas,30-44,True
2018-0017,1,2018-02-17,04:15:00,avenida,san pedrito av.,sin datos,rivadavia av.,san pedrito av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,auto,peaton,masculino,35.0,peaton,auto,30-44,True
2018-0018,1,2018-02-17,07:15:00,calle,isabel la catolica,sin datos,"salvadores, cnel.","isabel la catolica y salvadores, cnel.",4,-58.37207554,-34.64543658,moto,cargas,conductor,masculino,26.0,moto,cargas,18-29,True
2018-0019,1,2018-02-17,12:30:00,avenida,las heras general av.,sin datos,callao av.,las heras general av. y callao av.,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,80.0,peaton,pasajeros,65+,True
2018-0020,1,2018-02-19,22:00:00,autopista,autopista presidente hector j. campora,sin datos,sin datos,"fernandez de la cruz f., gral. av. y autopista presidente hector j. campora",8,-58.45012957,-34.66518343,moto,cargas,conductor,masculino,26.0,moto,cargas,18-29,False
2018-0021,1,2018-02-22,10:45:00,avenida,"alcorta, amancio av.",sin datos,zavaleta,"alcorta, amancio av. y zavaleta",4,-58.40184094,-34.64546845,peaton,pasajeros,peaton,femenino,62.0,peaton,pasajeros,45-64,True
2018-0022,1,2018-02-24,00:00:00,avenida,"montes de oca, manuel av.",sin datos,olavarria,"montes de oca, manuel av. y olavarria",4,-58.37441153,-34.63966783,moto,cargas,conductor,masculino,28.0,moto,cargas,18-29,True
2018-0023,1,2018-02-24,06:00:00,calle,barco centenera del,sin datos,rosario,barco centenera del y rosario,6,-58.44110156,-34.62082399,moto,auto,conductor,masculino,28.0,moto,auto,18-29,True
2018-0024,1,2018-02-28,23:00:00,avenida,alvarez thomas av.,sin datos,donado,alvarez thomas av. y donado,15,-58.47087351,-34.57827342,peaton,cargas,peaton,masculino,70.0,peaton,cargas,65+,True
2018-0025,1,2018-03-04,22:30:00,avenida,avellaneda av.,sin datos,boyaca av.,avellaneda av. y boyaca av.,7,-58.45962210,-34.62245140,peaton,auto,peaton,masculino,70.0,peaton,auto,65+,True
2018-0026,2,2018-03-09,04:45:00,avenida,"rabanal, francisco, intendente av.",sin datos,saenz av.,"rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,conductor,masculino,24.0,movil,cargas,18-29,True
2018-0026,2,2018-03-09,04:45:00,avenida,"rabanal, francisco, intendente av.",sin datos,saenz av.,"rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,pasajero_acompañante,masculino,30.0,movil,cargas,30-44,True
2018-0027,1,2018-03-11,23:00:00,calle,castro,sin datos,rondeau,castro y rondeau,5,-58.41911301,-34.63722107,peaton,moto,peaton,femenino,74.0,peaton,moto,65+,True
2018-0028,1,2018-03-13,15:45:00,avenida,"bilbao, francisco av.",sin datos,azul,"bilbao, francisco av. y azul",9,-58.47120586,-34.64251042,peaton,cargas,peaton,masculino,71.0,peaton,cargas,65+,True
2018-0029,1,2018-03-15,18:00:00,avenida,nazca av.,sin datos,gaona av.,nazca av. y gaona av.,11,-58.47418944,-34.62049672,moto,auto,conductor,masculino,26.0,moto,auto,18-29,True
2018-0030,1,2018-03-20,01:30:00,avenida,plaza,sin datos,alvarez thomas av.,plaza y alvarez thomas av.,15,-58.46720441,-34.57905579,moto,moto,conductor,masculino,24.0,moto,moto,18-29,True
2018-0031,1,2018-03-28,10:15:00,avenida,gaona av.,sin datos,"artigas, jose gervasio, gral.","gaona av. y artigas, jose gervasio, gral.",11,-58.46909362,-34.61779710,moto,cargas,conductor,masculino,31.0,moto,cargas,30-44,True
2018-0032,1,2018-04-02,13:00:00,avenida,cabildo av.,sin datos,aguilar,cabildo av. y aguilar,13,-58.44704343,-34.56888640,peaton,pasajeros,peaton,masculino,70.0,peaton,pasajeros,65+,True
2018-0033,1,2018-04-07,07:30:00,avenida,camarones,sin datos,lope de vega av.,camarones y lope de vega av.,10,-58.50535541,-34.62902048,moto,cargas,conductor,femenino,42.0,moto,cargas,30-44,True
2018-0034,1,2018-04-11,18:15:00,avenida,santa fe av.,2320.0,sin datos,santa fe av. 2320,2,-58.40021675,-34.59522198,peaton,pasajeros,peaton,masculino,24.0,peaton,pasajeros,18-29,False
2018-0035,1,2018-04-12,16:45:00,avenida,rivadavia av.,6950.0,sin datos,rivadavia av. 6950,7,-58.46325991,-34.62919627,peaton,pasajeros,peaton,femenino,39.0,peaton,pasajeros,30-44,False
2018-0036,1,2018-04-13,23:15:00,avenida,san martin av.,sin datos,argerich,san martin av. y argerich,15,-58.49471482,-34.59694755,moto,auto,conductor,masculino,37.0,moto,auto,30-44,True
2018-0037,1,2018-04-18,18:45:00,avenida,cordoba av.,sin datos,"uriburu jose e., pres.","cordoba av. y uriburu jose e., pres.",2,-58.39872610,-34.59975962,peaton,cargas,peaton,masculino,84.0,peaton,cargas,65+,True
2018-0038,2,2018-04-20,17:10:00,avenida,rivadavia av.,1571.0,sin datos,rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,femenino,59.0,peaton,auto,45-64,False
2018-0038,2,2018-04-20,17:10:00,avenida,rivadavia av.,1571.0,sin datos,rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,peaton,masculino,61.0,peaton,auto,45-64,False
2018-0039,1,2018-04-21,22:15:00,autopista,"lugones, leopoldo av.",sin datos,sin datos,sin datos,14,sin datos,sin datos,peaton,auto,peaton,masculino,37.0,peaton,auto,30-44,False
2018-0040,1,2018-04-27,11:00:00,calle,"freire, ramon, cap. gral.",sin datos,"olaguer y feliu, virrey","freire, ramon, cap. gral. y olaguer y feliu, virrey",13,-58.45686132,-34.57305993,peaton,cargas,peaton,femenino,sin datos,peaton,cargas,sin datos,True
2018-0041,1,2018-04-27,13:30:00,avenida,la plata av.,sin datos,"fernandez de la cruz, f., gral. av.","la plata av. y fernandez de la cruz, f., gral. av.",4,-58.42281627,-34.64282424,peaton,pasajeros,peaton,femenino,78.0,peaton,pasajeros,65+,True
2018-0042,1,2018-04-27,18:43:00,calle,brandsen,sin datos,perdriel,brandsen y perdriel,4,-58.38666024,-34.63953396,moto,cargas,pasajero_acompañante,masculino,23.0,moto,cargas,18-29,True
2018-0043,1,2018-04-28,06:30:00,avenida,"vilardebo, teodoro",sin datos,alvarez jonte av.,"vilardebo, teodoro y alvarez jonte av.",11,-58.49122843,-34.61207587,moto,auto,conductor,masculino,25.0,moto,auto,18-29,True
2018-0044,1,2018-04-28,09:00:00,avenida,alberti,sin datos,independencia av.,alberti e independencia av.,3,-58.40098306,-34.61866627,peaton,auto,peaton,femenino,50.0,peaton,auto,45-64,True
2018-0045,1,2018-04-30,07:00:00,avenida,alvarez thomas av.,879.0,sin datos,alvarez thomas av. 879,13,-58.45448963,-34.57916920,auto,cargas,conductor,masculino,60.0,auto,cargas,45-64,False
2018-0046,1,2018-05-02,03:15:00,gral paz,"paz, gral. av.",sin datos,rivadavia av.,"paz, gral. av. y rivadavia av.",9,-58.52927982,-34.63931752,peaton,auto,peaton,masculino,11.0,peaton,auto,0-17,True
2018-0047,1,2018-05-08,19:00:00,avenida,corrientes av.,sin datos,dorrego av.,corrientes av. y dorrego av.,15,-58.44759966,-34.59170240,peaton,pasajeros,peaton,masculino,82.0,peaton,pasajeros,65+,True
2018-0048,1,2018-05-09,10:30:00,avenida,rivadavia av.,sin datos,pedernera,rivadavia av. y pedernera,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,57.0,peaton,pasajeros,45-64,True
2018-0049,1,2018-05-11,19:15:00,calle,quesada,2300.0,sin datos,quesada 2300,13,-58.46213220,-34.55395823,peaton,auto,peaton,femenino,40.0,peaton,auto,30-44,False
2018-0050,1,2018-05-14,18:45:00,avenida,cabildo av.,sin datos,juramento av.,cabildo av. y juramento av.,13,-58.45669422,-34.56203610,peaton,pasajeros,peaton,femenino,47.0,peaton,pasajeros,45-64,True
2018-0051,1,2018-05-15,21:15:00,calle,california,sin datos,"carbonari, francisco, cmte.","california y carbonari, francisco, cmte.",4,-58.35977160,-34.64341878,peaton,auto,peaton,femenino,57.0,peaton,auto,45-64,True
2018-0052,1,2018-05-18,20:30:00,avenida,"carril, salvador maria del av.",sin datos,nazca,"carril, salvador maria del av. y nazca",15,-58.49820145,-34.59070093,peaton,pasajeros,peaton,masculino,78.0,peaton,pasajeros,65+,True
2018-0053,1,2018-05-20,02:30:00,calle,san luis,sin datos,aguero,san luis y aguero,3,-58.41059280,-34.59939180,moto,auto,conductor,masculino,43.0,moto,auto,30-44,True
2018-0054,1,2018-05-22,11:15:00,calle,lugones,2430.0,sin datos,lugones 2430,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,femenino,86.0,peaton,bicicleta,65+,False
2018-0055,1,2018-05-29,07:30:00,avenida,independencia av.,sin datos,jujuy av.,independencia av. y jujuy av.,3,-58.40351561,-34.61883916,moto,auto,conductor,masculino,21.0,moto,auto,18-29,True
2018-0056,1,2018-06-02,13:00:00,avenida,rivadavia av.,11050.0,sin datos,rivadavia av. 11050,9,-58.51973844,-34.63918987,peaton,pasajeros,peaton,femenino,69.0,peaton,pasajeros,65+,False
2018-0057,1,2018-06-03,03:30:00,calle,combate de los pozos,sin datos,humberto 1?,combate de los pozos y humberto 1â°,3,-58.39311376,-34.62163006,moto,pasajeros,conductor,masculino,33.0,moto,pasajeros,30-44,True
2018-0058,1,2018-06-03,06:30:00,avenida,cordoba av.,sin datos,thames,cordoba av. y thames,15,-58.43531242,-34.59082159,moto,auto,conductor,masculino,26.0,moto,auto,18-29,True
2018-0059,1,2018-06-08,06:20:00,avenida,"garay, juan de av.",sin datos,sanchez de loria,"garay, juan de av. y sanchez de loria",5,-58.41178165,-34.63035454,moto,otro,conductor,masculino,54.0,moto,movil,45-64,True
2018-0060,1,2018-06-08,12:50:00,avenida,lavalle,sin datos,"alem, leandro n. av.","lavalle y alem, leandro n. av.",1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,51.0,peaton,pasajeros,45-64,True
2018-0061,1,2018-06-10,11:15:00,calle,estados unidos,sin datos,pichincha,estados unidos y pichincha,3,-58.39883882,-34.61964833,moto,moto,conductor,masculino,51.0,moto,moto,45-64,True
2018-0062,1,2018-06-14,01:00:00,calle,rosario,sin datos,barco centenera del,rosario y barco centenera del,6,-58.44110156,-34.62082399,peaton,cargas,peaton,masculino,32.0,peaton,cargas,30-44,True
2018-0063,1,2018-06-16,21:15:00,avenida,"alem, leandro n. av.",sin datos,viamonte,"alem, leandro n. av. y viamonte",1,-58.37093138,-34.59952725,peaton,pasajeros,peaton,femenino,28.0,peaton,pasajeros,18-29,True
2018-0064,1,2018-06-25,01:15:00,avenida,varela av.,sin datos,primera junta,varela av. y primera junta,7,-58.45855262,-34.63953253,auto,cargas,conductor,masculino,30.0,auto,cargas,30-44,True
2018-0065,1,2018-06-26,17:30:00,calle,"pellegrini, carlos",sin datos,juncal,"pellegrini, carlos y juncal",1,-58.38161909,-34.59283447,moto,cargas,conductor,masculino,35.0,moto,cargas,30-44,True
2018-0066,1,2018-06-28,11:00:00,avenida,corrientes av.,sin datos,"lacroze, federico av.","corrientes av. y lacroze, federico av.",15,-58.45511899,-34.58698157,peaton,pasajeros,peaton,masculino,73.0,peaton,pasajeros,65+,True
2018-0067,1,2018-06-29,16:15:00,avenida,"montes de oca, manuel av.",sin datos,finochietto enrique dr.,"montes de oca, manuel av. y finochietto enrique dr.",4,-58.37724226,-34.62973033,pasajeros,auto,pasajero_acompañante,femenino,81.0,pasajeros,auto,65+,True
2018-0068,1,2018-07-01,09:00:00,avenida,carabobo av.,sin datos,"alberdi, juan bautista av.","carabobo av. y alberdi, juan bautista av.",7,-58.45546217,-34.62930339,moto,auto,conductor,masculino,21.0,moto,auto,18-29,True
2018-0069,1,2018-07-04,21:45:00,avenida,cordoba av.,2215.0,sin datos,cordoba av. 2215,2,-58.39897064,-34.59954925,bicicleta,pasajeros,ciclista,masculino,20.0,bicicleta,pasajeros,18-29,False
